,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
911,2014,Bus and truck mechanics and diesel engine specialists,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",244443,241134,3309,1.4,44796,44692.0,48217.0,
912,2014,Heavy vehicle and mobile equipment service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",179975,178524,1451,0.8,50234,50229.0,51960.0,
913,2014,Small engine mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",36074,35509,565,1.6,33243,33801.0,26549.0,
914,2014,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",52219,51973,246,0.5,26509,26462.0,42000.0,
915,2014,Control and valve installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",15923,14911,1012,6.4,53367,52488.0,55819.0,
916,2014,"Heating, air conditioning, and refrigeration mechanics and installers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",285439,282558,2881,1.0,43023,43049.0,42083.0,
917,2014,Home appliance repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",27045,26338,707,2.6,35922,36247.0,11080.0,
918,2014,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",320231,310684,9547,3.0,49975,50212.0,33924.0,67.56153907432486
919,2014,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",455450,440143,15307,3.4,42330,42378.0,40901.0,96.51470102411629
920,2014,"Maintenance workers, machinery","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",25421,24401,1020,4.0,46228,46518.0,34629.0,
921,2014,Millwrights,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",37508,36471,1037,2.8,59275,60063.0,26845.0,
922,2014,Electrical power-line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",99261,98434,827,0.8,70579,70544.0,80980.0,
923,2014,Telecommunications line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",114904,108814,6090,5.3,50352,50306.0,50778.0,
924,2014,Precision instrument and equipment repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",48521,44066,4455,9.2,49569,50694.0,37416.0,
925,2014,"Coin, vending, and amusement machine servicers and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",26705,23680,3025,11.3,35071,35511.0,30804.0,
926,2014,Commercial divers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",1751,1598,153,8.7,35756,32088.0,,
927,2014,Locksmiths and safe repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",17618,16688,930,5.3,41155,41324.0,36616.0,
928,2014,Manufactured building and mobile home installers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",4358,3773,585,13.4,27975,28094.0,27672.0,
929,2014,Riggers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",10307,10099,208,2.0,41040,40729.0,,
930,2014,Signal and track switch repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",4597,4493,104,2.3,76339,76354.0,,
931,2014,"Helpers--installation, maintenance, and repair workers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",15393,14021,1372,8.9,27725,27592.0,40141.0,
932,2014,"Other installation, maintenance, and repair workers, including wind turbine service technicians","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",183416,174822,8594,4.7,38808,39292.0,33874.0,86.21093352336355
933,2014,First-line supervisors of production and operating workers,"Production, Transportation, and Material Moving",Production,816079,666603,149476,18.3,51771,54300.0,40885.0,75.29465930018415
934,2014,"Aircraft structure, surfaces, rigging, and systems assemblers","Production, Transportation, and Material Moving",Production,5213,3519,1694,32.5,41502,50719.0,30327.0,
935,2014,"Electrical, electronics, and electromechanical assemblers","Production, Transportation, and Material Moving",Production,105081,53326,51755,49.3,29466,32037.0,26225.0,81.85847613696663
936,2014,Engine and other machine assemblers,"Production, Transportation, and Material Moving",Production,11797,10235,1562,13.2,43804,45531.0,33914.0,
937,2014,Structural metal fabricators and fitters,"Production, Transportation, and Material Moving",Production,22590,21605,985,4.4,41335,41450.0,38768.0,
938,2014,Miscellaneous assemblers and fabricators,"Production, Transportation, and Material Moving",Production,796167,516231,279936,35.2,30860,32369.0,26764.0,82.68404955358521
939,2014,Bakers,"Production, Transportation, and Material Moving",Production,134823,68615,66208,49.1,24716,26599.0,21937.0,82.47302530170306
940,2014,"Butchers and other meat, poultry, and fish processing workers","Production, Transportation, and Material Moving",Production,190986,148006,42980,22.5,28251,30576.0,23376.0,76.45211930926217
941,2014,"Food and tobacco roasting, baking, and drying machine operators and tenders","Production, Transportation, and Material Moving",Production,5615,3821,1794,32.0,31989,40384.0,21941.0,
942,2014,Food batchmakers,"Production, Transportation, and Material Moving",Production,54655,25568,29087,53.2,27119,31660.0,24710.0,78.04801010739104
943,2014,Food cooking machine operators and tenders,"Production, Transportation, and Material Moving",Production,6032,3826,2206,36.6,29500,28892.0,30404.0,
944,2014,"Food processing workers, all other","Production, Transportation, and Material Moving",Production,103888,71012,32876,31.6,30222,31163.0,27164.0,87.1674742483073
945,2014,Computer control programmers and operators,"Production, Transportation, and Material Moving",Production,73475,68096,5379,7.3,44477,45314.0,36908.0,81.44944167365496
946,2014,"Extruding and drawing machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,10628,9371,1257,11.8,36487,37160.0,30716.0,
947,2014,"Forging machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,6713,6573,140,2.1,40213,40276.0,36667.0,
948,2014,"Rolling machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,7334,5388,1946,26.5,36745,41082.0,34784.0,
949,2014,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,67361,54074,13287,19.7,32109,33704.0,26228.0,77.81865653928317
950,2014,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,4392,3918,474,10.8,37299,40449.0,25875.0,
951,2014,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,40553,36065,4488,11.1,35032,35366.0,31274.0,
952,2014,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,8993,8245,748,8.3,41151,41808.0,30361.0,
953,2014,"Milling and planing machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,1209,1105,104,8.6,27193,27220.0,21667.0,
954,2014,Machinists,"Production, Transportation, and Material Moving",Production,325737,312996,12741,3.9,45348,45703.0,36037.0,78.85040369341179
955,2014,"Metal furnace operators, tenders, pourers, and casters","Production, Transportation, and Material Moving",Production,20557,19649,908,4.4,41694,42324.0,24758.0,
956,2014,"Model makers and patternmakers, metal and plastic","Production, Transportation, and Material Moving",Production,4953,4243,710,14.3,52454,56152.0,42316.0,
957,2014,"Molders and molding machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,33297,26025,7272,21.8,35424,36575.0,30828.0,84.28708133971294
958,2014,"Multiple machine tool setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,3601,3082,519,14.4,40328,40971.0,35596.0,
959,2014,Tool and die makers,"Production, Transportation, and Material Moving",Production,52437,51301,1136,2.2,52840,53158.0,40671.0,
960,2014,"Welding, soldering, and brazing workers","Production, Transportation, and Material Moving",Production,507586,479944,27642,5.4,39371,40048.0,30576.0,76.34838194167
961,2014,"Heat treating equipment setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,6883,6474,409,5.9,39515,39286.0,47461.0,
962,2014,"Layout workers, metal and plastic","Production, Transportation, and Material Moving",Production,7202,6738,464,6.4,41710,42056.0,7447.0,
963,2014,"Plating and coating machine setters, operators, and tenders, metal and plastic","Production, Transportation, and Material Moving",Production,13349,11756,1593,11.9,32844,33717.0,23317.0,
964,2014,"Tool grinders, filers, and sharpeners","Production, Transportation, and Material Moving",Production,4744,4206,538,11.3,37108,40120.0,11921.0,
965,2014,"Metal workers and plastic workers, all other","Production, Transportation, and Material Moving",Production,327533,257556,69977,21.4,33543,36084.0,26883.0,74.50116395078152
966,2014,Prepress technicians and workers,"Production, Transportation, and Material Moving",Production,23027,12359,10668,46.3,35730,38750.0,30751.0,79.35741935483871
967,2014,"Printing workers, except prepress technicians and workers","Production, Transportation, and Material Moving",Production,161075,127666,33409,20.7,36032,38735.0,27047.0,69.82573899574028
968,2014,Laundry and dry-cleaning workers,"Production, Transportation, and Material Moving",Production,123108,53643,69465,56.4,21818,25658.0,20175.0,78.63044664432147
969,2014,"Pressers, textile, garment, and related materials","Production, Transportation, and Material Moving",Production,27738,11789,15949,57.5,20726,26958.0,18203.0,67.52355515987833
970,2014,Sewing machine operators,"Production, Transportation, and Material Moving",Production,131301,37986,93315,71.1,21046,22705.0,20553.0,90.52191147324379
971,2014,Shoe and leather workers and repairers,"Production, Transportation, and Material Moving",Production,6811,5365,1446,21.2,22535,23836.0,16783.0,
972,2014,Shoe machine operators and tenders,"Production, Transportation, and Material Moving",Production,3372,1399,1973,58.5,26917,27860.0,26618.0,
973,2014,"Tailors, dressmakers, and sewers","Production, Transportation, and Material Moving",Production,42695,14546,28149,65.9,26373,31520.0,24129.0,76.55139593908629
974,2014,Textile bleaching and dyeing machine operators and tenders,"Production, Transportation, and Material Moving",Production,3636,2571,1065,29.3,25546,25951.0,22306.0,
975,2014,"Textile cutting machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,6055,4443,1612,26.6,26584,28294.0,16828.0,
976,2014,"Textile knitting and weaving machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,6424,2305,4119,64.1,30671,32454.0,30236.0,
977,2014,"Textile winding, twisting, and drawing out machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,10083,4484,5599,55.5,26099,27544.0,24357.0,
978,2014,Fabric and apparel patternmakers,"Production, Transportation, and Material Moving",Production,2304,487,1817,78.9,51661,54917.0,51546.0,
979,2014,Upholsterers,"Production, Transportation, and Material Moving",Production,25207,20931,4276,17.0,28450,30614.0,25055.0,
980,2014,"Miscellaneous textile, apparel, and furnishings workers, including extruding and forming machine setters, operators, and tenders, synthetic and glass fibers","Production, Transportation, and Material Moving",Production,13973,9476,4497,32.2,27055,27507.0,26217.0,
981,2014,Cabinetmakers and bench carpenters,"Production, Transportation, and Material Moving",Production,43107,40987,2120,4.9,31453,31498.0,27234.0,
982,2014,Furniture finishers,"Production, Transportation, and Material Moving",Production,9708,8055,1653,17.0,28150,30625.0,24344.0,
983,2014,"Sawing machine setters, operators, and tenders, wood","Production, Transportation, and Material Moving",Production,25601,23721,1880,7.3,27147,27425.0,25624.0,
984,2014,"Woodworking machine setters, operators, and tenders, except sawing","Production, Transportation, and Material Moving",Production,14401,12320,2081,14.5,27081,28391.0,21618.0,
985,2014,"Miscellaneous woodworkers, including model makers and patternmakers","Production, Transportation, and Material Moving",Production,19152,17451,1701,8.9,32078,32850.0,21865.0,
986,2014,"Power plant operators, distributors, and dispatchers","Production, Transportation, and Material Moving",Production,42069,40031,2038,4.8,80491,80741.0,75684.0,
987,2014,Stationary engineers and boiler operators,"Production, Transportation, and Material Moving",Production,72810,70470,2340,3.2,56372,56873.0,40792.0,
988,2014,Water and wastewater treatment plant and system operators,"Production, Transportation, and Material Moving",Production,77537,74364,3173,4.1,46654,46712.0,41310.0,
989,2014,Miscellaneous plant and system operators,"Production, Transportation, and Material Moving",Production,35897,32870,3027,8.4,64422,65610.0,46611.0,
990,2014,"Chemical processing machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,49740,44141,5599,11.3,51330,52007.0,36241.0,
991,2014,"Crushing, grinding, polishing, mixing, and blending workers","Production, Transportation, and Material Moving",Production,77424,68323,9101,11.8,36940,37868.0,29334.0,77.46382169641916
992,2014,Cutting workers,"Production, Transportation, and Material Moving",Production,47784,36316,11468,24.0,28343,30782.0,21981.0,71.40861542459879
993,2014,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,25281,21996,3285,13.0,35956,36816.0,28433.0,
994,2014,"Furnace, kiln, oven, drier, and kettle operators and tenders","Production, Transportation, and Material Moving",Production,10960,9793,1167,10.6,46312,46117.0,49728.0,
995,2014,"Inspectors, testers, sorters, samplers, and weighers","Production, Transportation, and Material Moving",Production,651046,422158,228888,35.2,40334,46622.0,30672.0,65.78868345416326
996,2014,Jewelers and precious stone and metal workers,"Production, Transportation, and Material Moving",Production,27267,19997,7270,26.7,31904,38194.0,21932.0,57.422631826988535
997,2014,"Medical, dental, and ophthalmic laboratory technicians","Production, Transportation, and Material Moving",Production,61289,30202,31087,50.7,36689,40940.0,34086.0,83.25842696629212
998,2014,Packaging and filling machine operators and tenders,"Production, Transportation, and Material Moving",Production,204716,100367,104349,51.0,25327,28310.0,22746.0,80.34616743200283
999,2014,Painting workers,"Production, Transportation, and Material Moving",Production,111570,99214,12356,11.1,36655,37361.0,27478.0,73.54728192500201
1000,2014,Photographic process workers and processing machine operators,"Production, Transportation, and Material Moving",Production,24063,12563,11500,47.8,28406,38140.0,22254.0,58.34819087572104
1001,2014,Semiconductor processors,"Production, Transportation, and Material Moving",Production,1842,1121,721,39.1,36199,36624.0,35526.0,
1002,2014,Adhesive bonding machine operators and tenders,"Production, Transportation, and Material Moving",Production,7013,4559,2454,35.0,35672,41820.0,21858.0,
1003,2014,"Cleaning, washing, and metal pickling equipment operators and tenders","Production, Transportation, and Material Moving",Production,5395,3542,1853,34.3,30043,35086.0,25778.0,
1004,2014,Cooling and freezing equipment operators and tenders,"Production, Transportation, and Material Moving",Production,2034,1835,199,9.8,45539,45723.0,,
1005,2014,Etchers and engravers,"Production, Transportation, and Material Moving",Production,6350,4775,1575,24.8,32366,35976.0,26367.0,
1006,2014,"Molders, shapers, and casters, except metal and plastic","Production, Transportation, and Material Moving",Production,22359,19670,2689,12.0,32152,34116.0,22129.0,
1007,2014,"Paper goods machine setters, operators, and tenders","Production, Transportation, and Material Moving",Production,21451,17286,4165,19.4,41050,49539.0,21531.0,
1008,2014,Tire builders,"Production, Transportation, and Material Moving",Production,11516,10922,594,5.2,50843,50906.0,48971.0,
1009,2014,Helpers--production workers,"Production, Transportation, and Material Moving",Production,28067,22112,5955,21.2,27463,30078.0,22101.0,
1010,2014,Supervisors of transportation and material moving workers,"Production, Transportation, and Material Moving",Transportation,180426,146478,33948,18.8,50717,52151.0,39700.0,76.12509827232459
1011,2014,Aircraft pilots and flight engineers,"Production, Transportation, and Material Moving",Transportation,86766,83117,3649,4.2,99152,100263.0,64765.0,
1012,2014,Air traffic controllers and airfield operations specialists,"Production, Transportation, and Material Moving",Transportation,32904,24882,8022,24.4,89236,90321.0,81404.0,90.12743437295867
1013,2014,Flight attendants,"Production, Transportation, and Material Moving",Transportation,50986,11818,39168,76.8,44303,53200.0,42237.0,79.39285714285714
1014,2014,"Ambulance drivers and attendants, except emergency medical technicians","Production, Transportation, and Material Moving",Transportation,10871,7848,3023,27.8,23850,27537.0,20670.0,
1015,2014,Bus drivers,"Production, Transportation, and Material Moving",Transportation,267775,161334,106441,39.8,32414,36535.0,27795.0,76.07773368003285
1016,2014,Driver/sales workers and truck drivers,"Production, Transportation, and Material Moving",Transportation,2569929,2455007,114922,4.5,40913,41201.0,30173.0,73.23365937719956
1017,2014,Taxi drivers and chauffeurs,"Production, Transportation, and Material Moving",Transportation,237024,210214,26810,11.3,27206,28081.0,23131.0,82.37242263452156
1018,2014,"Motor vehicle operators, all other","Production, Transportation, and Material Moving",Transportation,20578,17369,3209,15.6,26489,26820.0,25587.0,
1019,2014,Locomotive engineers and operators,"Production, Transportation, and Material Moving",Transportation,46130,44021,2109,4.6,78092,78583.0,61334.0,
1020,2014,"Railroad brake, signal, and switch operators","Production, Transportation, and Material Moving",Transportation,3808,3808,0,0.0,57310,57310.0,,
1021,2014,Railroad conductors and yardmasters,"Production, Transportation, and Material Moving",Transportation,46802,44966,1836,3.9,65538,66317.0,47697.0,
1022,2014,"Subway, streetcar, and other rail transportation workers","Production, Transportation, and Material Moving",Transportation,11165,9845,1320,11.8,61113,61943.0,52345.0,
1023,2014,Sailors and marine oilers,"Production, Transportation, and Material Moving",Transportation,15078,14524,554,3.7,43772,43583.0,45610.0,
1024,2014,Ship and boat captains and operators,"Production, Transportation, and Material Moving",Transportation,26446,26132,314,1.2,60418,60870.0,21157.0,
1025,2014,Ship engineers,"Production, Transportation, and Material Moving",Transportation,3119,2937,182,5.8,89141,100129.0,23896.0,
1026,2014,Bridge and lock tenders,"Production, Transportation, and Material Moving",Transportation,2746,2017,729,26.5,50870,58365.0,30232.0,
1027,2014,Parking lot attendants,"Production, Transportation, and Material Moving",Transportation,43942,38141,5801,13.2,24865,25416.0,20614.0,
1028,2014,Automotive and watercraft service attendants,"Production, Transportation, and Material Moving",Transportation,51714,46618,5096,9.9,21903,22045.0,20550.0,
1029,2014,Other transportation workers,"Production, Transportation, and Material Moving",Transportation,16123,14593,1530,9.5,36973,36573.0,43882.0,
1030,2014,Conveyor operators and tenders,"Production, Transportation, and Material Moving",Material Moving,4462,3564,898,20.1,37988,38779.0,36176.0,
1031,2014,Crane and tower operators,"Production, Transportation, and Material Moving",Material Moving,56717,55289,1428,2.5,51753,51748.0,51867.0,
1032,2014,"Dredge, excavating, and loading machine operators","Production, Transportation, and Material Moving",Material Moving,24385,24257,128,0.5,45314,45190.0,51364.0,
1033,2014,Hoist and winch operators,"Production, Transportation, and Material Moving",Material Moving,5627,5074,553,9.8,39610,37671.0,65856.0,
1034,2014,Industrial truck and tractor operators,"Production, Transportation, and Material Moving",Material Moving,446646,416492,30154,6.8,31579,31580.0,31558.0,99.93033565547816
1035,2014,Cleaners of vehicles and equipment,"Production, Transportation, and Material Moving",Material Moving,217057,191159,25898,11.9,24655,25047.0,21828.0,87.14816145646185
1036,2014,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",Material Moving,1333857,1113986,219871,16.5,30256,30949.0,25457.0,82.25467704933924
1037,2014,Machine feeders and offbearers,"Production, Transportation, and Material Moving",Material Moving,16791,10533,6258,37.3,26963,28868.0,23022.0,79.74920327005681
1038,2014,"Packers and packagers, hand","Production, Transportation, and Material Moving",Material Moving,274739,113331,161408,58.7,22107,24295.0,21153.0,87.06729779790079
1039,2014,Pumping station operators,"Production, Transportation, and Material Moving",Material Moving,24642,23111,1531,6.2,60028,60028.0,60208.0,
1040,2014,Refuse and recyclable material collectors,"Production, Transportation, and Material Moving",Material Moving,66445,61465,4980,7.5,30571,30512.0,32203.0,
1041,2014,Mine shuttle car operators,"Production, Transportation, and Material Moving",Material Moving,1331,1277,54,4.1,65463,51595.0,,
1042,2014,"Tank car, truck, and ship loaders","Production, Transportation, and Material Moving",Material Moving,3994,3498,496,12.4,32318,33566.0,19329.0,
1043,2014,"Material moving workers, all other","Production, Transportation, and Material Moving",Material Moving,31845,27996,3849,12.1,36333,36930.0,31958.0,
1044,2015,Chief executives,"Management, Business, and Financial",Management,1040875,796280,244595,23.5,126200,140057.0,101496.0,72.5
1045,2015,General and operations managers,"Management, Business, and Financial",Management,820262,582065,238197,29.0,69820,75067.0,57384.0,76.4
1046,2015,Legislators,"Management, Business, and Financial",Management,11383,6260,5123,45.0,61769,70789.0,56731.0,80.1
1047,2015,Advertising and promotions managers,"Management, Business, and Financial",Management,42778,19268,23510,55.0,61440,70913.0,55329.0,78.0
1048,2015,Marketing and sales managers,"Management, Business, and Financial",Management,819708,463834,355874,43.4,80734,95761.0,65921.0,68.8
1049,2015,Public relations and fundraising managers,"Management, Business, and Financial",Management,52633,19478,33155,63.0,78347,84675.0,72278.0,85.4
1050,2015,Administrative services managers,"Management, Business, and Financial",Management,135020,81001,54019,40.0,61901,68249.0,56589.0,82.9
1051,2015,Computer and information systems managers,"Management, Business, and Financial",Management,550033,400987,149046,27.1,101338,104424.0,92260.0,88.4
1052,2015,Financial managers,"Management, Business, and Financial",Management,1075868,514557,561311,52.2,75203,97095.0,60996.0,62.8
1053,2015,Compensation and benefits managers,"Management, Business, and Financial",Management,18273,4488,13785,75.4,77079,106935.0,70594.0,
1054,2015,Human resources managers,"Management, Business, and Financial",Management,346818,136261,210557,60.7,71789,80464.0,67815.0,84.3
1055,2015,Training and development managers,"Management, Business, and Financial",Management,45083,22499,22584,50.1,74067,75903.0,71835.0,94.6
1056,2015,Industrial production managers,"Management, Business, and Financial",Management,224674,180386,44288,19.7,73812,76055.0,66667.0,87.7
1057,2015,Purchasing managers,"Management, Business, and Financial",Management,180237,94739,85498,47.4,71940,81136.0,65993.0,81.3
1058,2015,"Transportation, storage, and distribution managers","Management, Business, and Financial",Management,208783,168799,39984,19.2,52382,53030.0,51266.0,96.7
1059,2015,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",Management,478065,425953,52112,10.9,41566,42400.0,28800.0,67.9
1060,2015,Construction managers,"Management, Business, and Financial",Management,519273,481677,37596,7.2,70871,71257.0,61768.0,86.7
1061,2015,Education administrators,"Management, Business, and Financial",Management,725830,262810,463020,63.8,70002,80060.0,62613.0,78.2
1062,2015,Architectural and engineering managers,"Management, Business, and Financial",Management,142692,130504,12188,8.5,126098,125849.0,131780.0,104.7
1063,2015,Food service managers,"Management, Business, and Financial",Management,799339,440295,359044,44.9,36830,41550.0,31660.0,76.2
1064,2015,Funeral service managers,"Management, Business, and Financial",Management,6678,5043,1635,24.5,58968,62545.0,51774.0,
1065,2015,Gaming managers,"Management, Business, and Financial",Management,15573,9255,6318,40.6,51822,60539.0,45571.0,75.3
1066,2015,Lodging managers,"Management, Business, and Financial",Management,111620,57502,54118,48.5,42869,49199.0,40726.0,82.8
1067,2015,Medical and health services managers,"Management, Business, and Financial",Management,584635,172461,412174,70.5,70550,83190.0,65667.0,78.9
1068,2015,Natural sciences managers,"Management, Business, and Financial",Management,19346,9350,9996,51.7,78026,101096.0,70411.0,69.6
1069,2015,Postmasters and mail superintendents,"Management, Business, and Financial",Management,20609,9897,10712,52.0,69456,74036.0,64742.0,87.4
1070,2015,"Property, real estate, and community association managers","Management, Business, and Financial",Management,461757,234252,227505,49.3,52153,61333.0,46957.0,76.6
1071,2015,Social and community service managers,"Management, Business, and Financial",Management,293821,95879,197942,67.4,55506,66320.0,51472.0,77.6
1072,2015,Emergency management directors,"Management, Business, and Financial",Management,6950,4429,2521,36.3,61161,61088.0,61302.0,
1073,2015,"Managers, all other","Management, Business, and Financial",Management,3681343,2443030,1238313,33.6,76680,82139.0,66153.0,80.5
1074,2015,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,28197,16204,11993,42.5,55086,60167.0,43617.0,72.5
1075,2015,"Buyers and purchasing agents, farm products","Management, Business, and Financial",Business and Financial Operations,8890,6538,2352,26.5,50504,51087.0,43750.0,
1076,2015,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,138703,70538,68165,49.1,42479,41549.0,45473.0,109.4
1077,2015,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,243673,116426,127247,52.2,52118,56516.0,50429.0,89.2
1078,2015,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,264364,106214,158150,59.8,51638,58069.0,48172.0,83.0
1079,2015,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,203916,96365,107551,52.7,65541,70880.0,60193.0,84.9
1080,2015,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,117961,102374,15587,13.2,62038,65039.0,47652.0,73.3
1081,2015,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,622517,165517,457000,73.4,55712,62608.0,52960.0,84.6
1082,2015,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,49272,9570,39702,80.6,50547,66311.0,48544.0,73.2
1083,2015,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,124732,55168,69564,55.8,56712,65481.0,51318.0,78.4
1084,2015,Logisticians,"Management, Business, and Financial",Business and Financial Operations,118827,80188,38639,32.5,51414,53598.0,49257.0,91.9
1085,2015,Management analysts,"Management, Business, and Financial",Business and Financial Operations,601323,356627,244696,40.7,81491,90316.0,72526.0,80.3
1086,2015,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,84357,18995,65362,77.5,46795,52198.0,46016.0,88.2
1087,2015,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,69606,18867,50739,72.9,60257,70945.0,57197.0,80.6
1088,2015,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,223163,101313,121850,54.6,67036,80482.0,60564.0,75.3
1089,2015,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,240307,113340,126967,52.8,61388,71857.0,52542.0,73.1
1090,2015,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1590845,635022,955823,60.1,61630,74290.0,55355.0,74.5
1091,2015,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,75621,48090,27531,36.4,55113,62041.0,45713.0,73.7
1092,2015,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,42992,18004,24988,58.1,75207,83503.0,72121.0,86.4
1093,2015,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,25831,11562,14269,55.2,51742,54170.0,50368.0,93.0
1094,2015,Financial analysts,"Management, Business, and Financial",Business and Financial Operations,191432,113535,77897,40.7,80779,86313.0,73117.0,84.7
1095,2015,Personal financial advisors,"Management, Business, and Financial",Business and Financial Operations,310815,216465,94350,30.4,87023,100744.0,62398.0,61.9
1096,2015,Insurance underwriters,"Management, Business, and Financial",Business and Financial Operations,100406,36810,63596,63.3,61257,70294.0,56889.0,80.9
1097,2015,Financial examiners,"Management, Business, and Financial",Business and Financial Operations,11144,5834,5310,47.6,79197,86633.0,76190.0,
1098,2015,Credit counselors and loan officers,"Management, Business, and Financial",Business and Financial Operations,273231,120061,153170,56.1,55986,75368.0,47329.0,62.8
1099,2015,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",Business and Financial Operations,50457,16381,34076,67.5,51028,62186.0,47388.0,76.2
1100,2015,Tax preparers,"Management, Business, and Financial",Business and Financial Operations,52627,22243,30384,57.7,52136,62228.0,45869.0,73.7
1101,2015,"Financial specialists, all other","Management, Business, and Financial",Business and Financial Operations,49449,21315,28134,56.9,64187,92271.0,50356.0,54.6
1102,2015,Computer and information research scientists,"Computer, Engineering, and Science",Computer and mathematical,16892,12047,4845,28.7,80981,85716.0,71493.0,
1103,2015,Computer systems analysts,"Computer, Engineering, and Science",Computer and mathematical,426775,265833,160942,37.7,77420,82774.0,70706.0,85.4
1104,2015,Information security analysts,"Computer, Engineering, and Science",Computer and mathematical,62969,50625,12344,19.6,87209,90764.0,75800.0,83.5
1105,2015,Computer programmers,"Computer, Engineering, and Science",Computer and mathematical,381192,300845,80347,21.1,83138,85773.0,77459.0,90.3
1106,2015,"Software developers, applications and systems software","Computer, Engineering, and Science",Computer and mathematical,1037453,839190,198263,19.1,97763,100697.0,86856.0,86.3
1107,2015,Web developers,"Computer, Engineering, and Science",Computer and mathematical,139635,93046,46589,33.4,61543,62432.0,58768.0,94.1
1108,2015,Computer support specialists,"Computer, Engineering, and Science",Computer and mathematical,528080,400613,127467,24.1,56777,57650.0,52583.0,91.2
1109,2015,Database administrators,"Computer, Engineering, and Science",Computer and mathematical,98628,64000,34628,35.1,76971,86021.0,64495.0,75.0
