,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
89,2013,Nuclear engineers,"Computer, Engineering, and Science",Architecture and Engineering,4813,4205,608,12.6,84017,86028.0,71482.0,
90,2013,Petroleum engineers,"Computer, Engineering, and Science",Architecture and Engineering,23225,20619,2606,11.2,110560,109564.0,120253.0,
91,2013,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,439749,388864,50885,11.6,90913,91800.0,81702.0,89.0
92,2013,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,124267,102941,21326,17.2,51609,52296.0,47123.0,90.10823007495793
93,2013,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,371566,307644,63922,17.2,54623,56847.0,43517.0,76.55109328548559
94,2013,Surveying and mapping technicians,"Computer, Engineering, and Science",Architecture and Engineering,45449,40811,4638,10.2,48685,49813.0,42403.0,
95,2013,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",22154,15764,6390,28.8,60826,62867.0,53805.0,85.58544228291474
96,2013,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",60924,31860,29064,47.7,57426,57653.0,57107.0,99.05295474650063
97,2013,Conservation scientists and foresters,"Computer, Engineering, and Science","Life, Physical, and Social Science",20271,15850,4421,21.8,56075,58798.0,52387.0,89.09656791047314
98,2013,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",112826,53210,59616,52.8,71375,80113.0,66860.0,83.45711682248823
99,2013,"Life scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",1043,706,337,32.3,61321,54143.0,70276.0,
100,2013,Astronomers and physicists,"Computer, Engineering, and Science","Life, Physical, and Social Science",9359,7563,1796,19.2,101983,100930.0,105332.0,
101,2013,Atmospheric and space scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",10661,8657,2004,18.8,69873,76668.0,56603.0,
102,2013,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",71161,42953,28208,39.6,69780,71853.0,65582.0,91.2724590483348
103,2013,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",65341,45052,20289,31.1,71065,77333.0,61583.0,79.63353290315906
104,2013,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",171530,106686,64844,37.8,74592,85195.0,61217.0,71.85515581900344
105,2013,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",20957,14810,6147,29.3,105834,120076.0,82427.0,68.6456910623272
106,2013,Survey researchers,"Computer, Engineering, and Science","Life, Physical, and Social Science",836,358,478,57.2,70521,117685.0,70443.0,
107,2013,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",115139,37071,78068,67.8,66764,76903.0,62146.0,80.81089164271876
108,2013,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",17145,10824,6321,36.9,67392,71693.0,62266.0,86.8508780494609
109,2013,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",32080,15884,16196,50.5,59540,68632.0,52123.0,75.94562303298753
110,2013,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",24559,15509,9050,36.9,42576,45910.0,39464.0,85.95948595077326
111,2013,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",13985,8785,5200,37.2,45798,46823.0,41644.0,88.93919654870469
112,2013,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",51689,34926,16763,32.4,50982,51831.0,47360.0,91.3738882136173
113,2013,Geological and petroleum technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",16156,11467,4689,29.0,61110,62243.0,52394.0,
114,2013,Nuclear technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",3722,3265,457,12.3,100455,110076.0,71540.0,
115,2013,Social science research assistants,"Computer, Engineering, and Science","Life, Physical, and Social Science",4333,2950,1383,31.9,40464,40888.0,35803.0,
116,2013,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",100831,55051,45780,45.4,44561,48138.0,40792.0,84.73970667663801
117,2013,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,482328,146849,335479,69.6,42349,42299.0,42369.0,100.1654885458285
118,2013,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,627085,124774,502311,80.1,41940,42821.0,41795.0,97.6039793559235
119,2013,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,83568,42704,40864,48.9,45909,47561.0,44385.0,93.32225983473856
120,2013,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,94377,20048,74329,78.8,35643,34967.0,35766.0,102.28501158234907
121,2013,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,68388,25669,42719,62.5,41900,47966.0,39620.0,82.6001751240462
122,2013,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,339774,289076,50698,14.9,44422,45350.0,40754.0,89.86549062844543
123,2013,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,34970,16961,18009,51.5,40736,43053.0,38681.0,89.84507467540008
124,2013,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,41694,19827,21867,52.4,36496,40454.0,35612.0,88.03084985415533
125,2013,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,852860,568201,284659,33.4,120617,127337.0,101640.0,79.81969105601671
126,2013,Judicial law clerks,"Education, Legal, Community Service, Arts, and Media",Legal,11115,4920,6195,55.7,55545,54778.0,55883.0,
127,2013,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,55881,32209,23672,42.4,100619,115636.0,83173.0,71.92656266214674
128,2013,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,307815,45422,262393,85.2,46562,50498.0,46061.0,91.21351340647156
129,2013,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,148521,40412,108109,72.8,46748,60958.0,43663.0,71.62800616818137
130,2013,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",836986,457786,379200,45.3,65463,71414.0,60359.0,84.51984204777774
131,2013,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",316025,8298,307727,97.4,24347,30067.0,24257.0,80.67648917417769
132,2013,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2282888,503434,1779454,77.9,48874,51986.0,47521.0,91.41114915554188
133,2013,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",541598,240315,301283,55.6,50810,52819.0,49048.0,92.86052367519264
134,2013,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",165928,25578,140350,84.6,47264,46932.0,47378.0,100.9503110883832
135,2013,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",359794,169655,190139,52.8,43740,50250.0,40132.0,79.86467661691543
136,2013,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",31925,13316,18609,58.3,51704,58285.0,46130.0,79.14557776443337
137,2013,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",111952,19727,92225,82.4,48892,51879.0,48005.0,92.53262399043928
138,2013,Library technicians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",16163,3583,12580,77.8,31698,38063.0,31014.0,
139,2013,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",371321,44030,327291,88.1,21125,25873.0,20748.0,80.19170563908321
140,2013,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",88624,26398,62226,70.2,51516,55834.0,50756.0,90.90518322169287
141,2013,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",116825,75425,41400,35.4,49197,54669.0,37261.0,68.1574566939216
142,2013,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",552419,303391,249028,45.1,50461,55658.0,44269.0,79.5375327895361
143,2013,Actors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",12456,8445,4011,32.2,40438,40745.0,37149.0,
144,2013,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",117967,73980,43987,37.3,63715,62368.0,66226.0,106.18586454592098
145,2013,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",114456,83451,31005,27.1,43373,46602.0,36682.0,78.7133599416334
146,2013,Dancers and choreographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",5424,1239,4185,77.2,31678,50701.0,30782.0,
147,2013,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",60370,48227,12143,20.1,42746,42988.0,42279.0,98.35070252163395
148,2013,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",14230,9381,4849,34.1,40633,42245.0,32475.0,
149,2013,Announcers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",25670,20703,4967,19.3,40913,40829.0,41437.0,
150,2013,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",52566,29289,23277,44.3,50711,55156.0,45994.0,83.38893320762926
151,2013,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",97408,38545,58863,60.4,63966,76638.0,58483.0,76.31070748192803
152,2013,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",117721,59523,58198,49.4,52746,55899.0,51884.0,92.81740281579279
153,2013,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",43977,19964,24013,54.6,69242,75598.0,61511.0,81.36590915103574
154,2013,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121198,57902,63296,52.2,53964,60192.0,51219.0,85.09270334928229
155,2013,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",45120,17870,27250,60.4,42033,46135.0,40256.0,87.25696325999783
156,2013,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",68484,62777,5707,8.3,50514,50378.0,52954.0,
157,2013,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",80489,48494,31995,39.8,38052,44513.0,30455.0,68.41821490351133
158,2013,"Television, video, and motion picture camera operators and editors","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",28620,25400,3220,11.3,50835,51081.0,42205.0,
159,2013,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,34499,27139,7360,21.3,70513,72468.0,60223.0,83.10288679141136
160,2013,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97562,74382,23180,23.8,141557,151071.0,102460.0,67.82241462623534
161,2013,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,61437,7250,54187,88.2,47997,49001.0,47717.0,97.37964531336095
162,2013,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,25610,16298,9312,36.4,103805,120521.0,96186.0,79.80849810406485
163,2013,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,205734,98972,106762,51.9,116468,120792.0,111809.0,92.56324922180276
164,2013,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,737546,495061,242485,32.9,182232,202533.0,140036.0,69.14231261078443
165,2013,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,100572,35720,64852,64.5,81522,93791.0,76396.0,81.45344436033308
166,2013,Podiatrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,6757,5184,1573,23.3,120367,126978.0,62064.0,
167,2013,Audiologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10771,3078,7693,71.4,76440,82289.0,75339.0,
168,2013,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,59239,6903,52336,88.3,68270,75740.0,67164.0,88.67705307631371
169,2013,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,136392,49118,87274,64.0,72260,80411.0,70509.0,87.68576438546965
170,2013,Radiation therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,14694,5731,8963,61.0,75639,84219.0,68886.0,
171,2013,Recreational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,9144,3265,5879,64.3,41923,42004.0,41782.0,
172,2013,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,84482,32234,52248,61.8,54303,60677.0,51864.0,85.47555086770934
173,2013,Speech-language pathologists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,77904,3626,74278,95.3,60695,68346.0,60552.0,
174,2013,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,99008,24425,74583,75.3,46743,50295.0,46040.0,91.5399145044239
175,2013,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,57599,29223,28376,49.3,86490,96582.0,80681.0,83.53626969828747
176,2013,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2061647,238183,1823464,88.4,62265,67990.0,61946.0,91.11045742020886
177,2013,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,21664,8259,13405,61.9,147152,150870.0,142185.0,94.24338834758402
178,2013,Nurse midwives,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2817,0,2817,100.0,90174,,90174.0,
179,2013,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,81140,8332,72808,89.7,91766,106141.0,91276.0,85.99504432782807
180,2013,"Health diagnosing and treating practitioners, all other",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,10251,4314,5937,57.9,48175,52729.0,42025.0,
181,2013,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,245751,65488,180263,73.4,45326,46941.0,44623.0,95.06188619756716
182,2013,Dental hygienists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,61825,3320,58505,94.6,52043,53709.0,51972.0,
183,2013,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,237127,74756,162371,68.5,55482,60703.0,52950.0,87.22797884783289
184,2013,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,157684,110916,46768,29.7,41670,43647.0,37023.0,84.8236992233143
185,2013,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,350939,73031,277908,79.2,31788,35640.0,31292.0,87.80022446689114
186,2013,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,442709,43277,399432,90.2,40031,42442.0,39562.0,93.21426888459546
187,2013,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,90186,9831,80355,89.1,31530,36960.0,31126.0,84.21536796536796
188,2013,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,39047,11901,27146,69.5,35580,42128.0,32267.0,76.59276490695025
189,2013,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,90586,33686,56900,62.8,41660,47830.0,39277.0,82.1179176249216
190,2013,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,72636,44786,27850,38.3,55942,60786.0,47405.0,77.98670746553483
191,2013,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1397113,219944,1177169,84.3,25909,30408.0,25362.0,83.40568271507497
192,2013,Occupational therapy assistants and aides,Service,Healthcare Support,10875,1945,8930,82.1,48814,50311.0,48606.0,
193,2013,Physical therapist assistants and aides,Service,Healthcare Support,44581,12122,32459,72.8,41994,46313.0,41098.0,88.73966272968711
194,2013,Massage therapists,Service,Healthcare Support,57261,13680,43581,76.1,29253,29272.0,29240.0,99.89068051380157
195,2013,Dental assistants,Service,Healthcare Support,147438,8460,138978,94.3,30308,26823.0,30399.0,
196,2013,Medical assistants,Service,Healthcare Support,330718,24072,306646,92.7,28760,29894.0,28661.0,95.87542650699137
197,2013,Medical transcriptionists,Service,Healthcare Support,31868,1221,30647,96.2,31933,40429.0,31772.0,
198,2013,Pharmacy aides,Service,Healthcare Support,22034,5644,16390,74.4,29851,30645.0,29383.0,
199,2013,Veterinary assistants and laboratory animal caretakers,Service,Healthcare Support,23366,4416,18950,81.1,22858,26551.0,22461.0,
200,2013,Phlebotomists,Service,Healthcare Support,75727,11061,64666,85.4,31062,34855.0,30732.0,88.17099411849087
201,2013,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,94391,28907,65484,69.4,28604,32130.0,26452.0,82.32804232804233
202,2013,First-line supervisors of correctional officers,Service,Protective Service,49105,34261,14844,30.2,49986,54853.0,44324.0,80.80506079886241
203,2013,First-line supervisors of police and detectives,Service,Protective Service,102581,87467,15114,14.7,73155,75566.0,65227.0,86.31792075801286
204,2013,First-line supervisors of fire fighting and prevention workers,Service,Protective Service,47968,45815,2153,4.5,86462,87065.0,68891.0,
205,2013,"First-line supervisors of protective service workers, all other",Service,Protective Service,73041,53093,19948,27.3,47876,50239.0,44965.0,89.50217958159996
206,2013,Firefighters,Service,Protective Service,256196,246017,10179,4.0,62189,62361.0,57346.0,91.95811484742069
207,2013,Fire inspectors,Service,Protective Service,16734,15065,1669,10.0,56114,55777.0,60478.0,
208,2013,"Bailiffs, correctional officers, and jailers",Service,Protective Service,387955,281897,106058,27.3,42043,45432.0,37042.0,81.53284028878323
209,2013,Detectives and criminal investigators,Service,Protective Service,117375,87855,29520,25.2,71169,75025.0,59386.0,79.15494835054982
210,2013,Fish and game wardens,Service,Protective Service,3308,3245,63,1.9,44924,47679.0,,
211,2013,Parking enforcement workers,Service,Protective Service,4876,2638,2238,45.9,36589,40588.0,32217.0,
212,2013,Police and sheriff's patrol officers,Service,Protective Service,623338,539272,84066,13.5,61313,61694.0,56541.0,91.6474859791876
213,2013,Transit and railroad police,Service,Protective Service,2623,1977,646,24.6,53590,55521.0,51100.0,
214,2013,Animal control workers,Service,Protective Service,10552,7135,3417,32.4,35527,35656.0,32462.0,
215,2013,Private detectives and investigators,Service,Protective Service,68657,39367,29290,42.7,50892,56439.0,45436.0,80.50461560268609
216,2013,Security guards and gaming surveillance officers,Service,Protective Service,668775,518657,150118,22.4,30421,30546.0,29883.0,97.82950304458849
217,2013,Crossing guards,Service,Protective Service,8589,4388,4201,48.9,31094,31471.0,30767.0,
218,2013,Transportation security screeners,Service,Protective Service,21025,13467,7558,35.9,41104,40732.0,41751.0,102.5017185505254
219,2013,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,32041,17049,14992,46.8,30781,32037.0,27889.0,87.05247058089084
220,2013,Chefs and head cooks,Service,Food Preparation and Serving Related,303612,252537,51075,16.8,30267,30810.0,25534.0,82.87568971113275
221,2013,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,374711,176476,198235,52.9,24828,27453.0,22506.0,81.98011146322807
222,2013,Cooks,Service,Food Preparation and Serving Related,1111982,700025,411957,37.0,20319,21063.0,18581.0,88.21630347054075
223,2013,Food preparation workers,Service,Food Preparation and Serving Related,302338,142050,160288,53.0,19063,19870.0,18376.0,92.48112732762958
224,2013,Bartenders,Service,Food Preparation and Serving Related,203401,104261,99140,48.7,26403,28682.0,23849.0,83.14971061990099
225,2013,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,114984,41054,73930,64.3,19623,20150.0,19325.0,95.90570719602978
226,2013,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,30891,10920,19971,64.6,17544,20304.0,16771.0,82.599487785658
227,2013,Waiters and waitresses,Service,Food Preparation and Serving Related,680777,243097,437680,64.3,20980,23802.0,19524.0,82.0267204436602
228,2013,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,69554,24402,45152,64.9,23025,23729.0,22775.0,95.97960301740488
229,2013,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,86785,56021,30764,35.4,19562,20378.0,17663.0,86.67680832270096
230,2013,Dishwashers,Service,Food Preparation and Serving Related,102959,86995,15964,15.5,17307,17302.0,17332.0,100.173390359496
231,2013,"Hosts and hostesses, restaurant, lounge, and coffee shop",Service,Food Preparation and Serving Related,42666,7262,35404,83.0,18040,23444.0,17260.0,
232,2013,"Food preparation and serving related workers, all other",Service,Food Preparation and Serving Related,3940,1191,2749,69.8,18510,12147.0,20039.0,
233,2013,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,182546,123092,59454,32.6,35629,41180.0,26860.0,65.22583778533269
234,2013,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",Service,Building and Grounds Cleaning and Maintenance,112776,108132,4644,4.1,38990,39564.0,31980.0,
235,2013,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1519858,1149371,370487,24.4,26845,29685.0,21592.0,72.737072595587
236,2013,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,737561,127620,609941,82.7,20422,24397.0,19752.0,80.9607738656392
237,2013,Pest control workers,Service,Building and Grounds Cleaning and Maintenance,53799,51894,1905,3.5,33351,33871.0,24899.0,
238,2013,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,728064,693654,34410,4.7,23545,23639.0,21996.0,93.0496213883836
239,2013,First-line supervisors of gaming workers,Service,Personal Care and Service,58437,33458,24979,42.7,41245,45980.0,37178.0,80.85689430187037
240,2013,First-line supervisors of personal service workers,Service,Personal Care and Service,98491,47150,51341,52.1,33932,40006.0,30871.0,77.1659251112333
241,2013,Animal trainers,Service,Personal Care and Service,27354,12684,14670,53.6,27188,29644.0,26400.0,89.05680744838753
242,2013,Nonfarm animal caretakers,Service,Personal Care and Service,103783,31762,72021,69.4,24547,25025.0,24401.0,97.50649350649351
243,2013,Gaming services workers,Service,Personal Care and Service,64709,33752,30957,47.8,36477,37441.0,35023.0,93.54183916027884
244,2013,Motion picture projectionists,Service,Personal Care and Service,2083,1989,94,4.5,31391,31291.0,100508.0,
245,2013,"Ushers, lobby attendants, and ticket takers",Service,Personal Care and Service,5964,2920,3044,51.0,22057,29552.0,20904.0,
246,2013,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,47151,26402,20749,44.0,25143,25928.0,24154.0,93.1579759333539
247,2013,Embalmers and funeral attendants,Service,Personal Care and Service,6643,4600,2043,30.8,26042,27020.0,19780.0,
248,2013,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,28279,22551,5728,20.3,47219,51129.0,31023.0,60.67593733497625
249,2013,Barbers,Service,Personal Care and Service,68648,57663,10985,16.0,21874,22321.0,18509.0,82.92191210071233
250,2013,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,434564,52142,382422,88.0,24855,31224.0,23943.0,76.68139892390468
251,2013,Miscellaneous personal appearance workers,Service,Personal Care and Service,159831,33519,126312,79.0,21724,22047.0,21632.0,98.1176577312106
252,2013,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,59390,46419,12971,21.8,31416,31799.0,30572.0,96.14138809396522
253,2013,Tour and travel guides,Service,Personal Care and Service,15628,9572,6056,38.8,29404,29043.0,30413.0,
254,2013,Childcare workers,Service,Personal Care and Service,536474,29929,506545,94.4,20056,21832.0,19931.0,91.2925980212532
255,2013,Personal care aides,Service,Personal Care and Service,576620,105440,471180,81.7,21898,24244.0,21557.0,88.91684540504869
256,2013,Recreation and fitness workers,Service,Personal Care and Service,163532,72807,90725,55.5,31044,35636.0,28203.0,79.14187899876529
257,2013,Residential advisors,Service,Personal Care and Service,24461,9448,15013,61.4,26098,27339.0,25074.0,91.7151322286843
258,2013,"Personal care and service workers, all other",Service,Personal Care and Service,48690,33740,14950,30.7,25529,26597.0,21820.0,82.0393277437305
259,2013,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2563806,1465356,1098450,42.8,38265,44856.0,31897.0,71.10977349741394
260,2013,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1030338,751705,278633,27.0,60403,61556.0,53770.0,87.35135486386379
261,2013,Cashiers,Sales and Office,Sales and Related,1042284,321457,720827,69.2,20562,22257.0,19736.0,88.67322640068295
262,2013,Counter and rental clerks,Sales and Office,Sales and Related,45567,24387,21180,46.5,27373,27449.0,27194.0,99.07100440817516
263,2013,Parts salespersons,Sales and Office,Sales and Related,82536,73360,9176,11.1,33375,34231.0,27467.0,80.24013321258508
264,2013,Retail salespersons,Sales and Office,Sales and Related,1668480,1012539,655941,39.3,31615,37143.0,26140.0,70.37665239749077
265,2013,Advertising sales agents,Sales and Office,Sales and Related,155726,78938,76788,49.3,51283,60522.0,45378.0,74.97769406166353
266,2013,Insurance sales agents,Sales and Office,Sales and Related,429706,235417,194289,45.2,50238,61639.0,41250.0,66.92191631921348
267,2013,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,226082,157344,68738,30.4,76524,93795.0,51284.0,54.67668852284236
268,2013,Travel agents,Sales and Office,Sales and Related,46577,9963,36614,78.6,37233,40408.0,36746.0,90.93743813106316
269,2013,"Sales representatives, services, all other",Sales and Office,Sales and Related,497043,346088,150955,30.4,60174,65763.0,48984.0,74.48565302677798
270,2013,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1129716,857038,272678,24.1,61355,63861.0,51986.0,81.40492632436073
271,2013,"Models, demonstrators, and product promoters",Sales and Office,Sales and Related,12335,4971,7364,59.7,30930,50929.0,27018.0,
272,2013,Real estate brokers and sales agents,Sales and Office,Sales and Related,513527,253865,259662,50.6,50914,60775.0,42294.0,69.59111476758537
273,2013,Sales engineers,Sales and Office,Sales and Related,33279,30626,2653,8.0,93162,95047.0,77722.0,
274,2013,Telemarketers,Sales and Office,Sales and Related,44182,16477,27705,62.7,25628,26440.0,25257.0,95.52571860816944
275,2013,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,55838,33591,22247,39.8,25624,29469.0,23312.0,79.10685805422645
276,2013,"Sales and related workers, all other",Sales and Office,Sales and Related,186390,103486,82904,44.5,51489,61045.0,44956.0,73.64403309034319
